
SIH26081 Project Cleanup Manifest
Execution Date: Friday 04 September 2026 04:13:21 PM IST
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/click/__pycache__ (588810 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/charset_normalizer/cli/__pycache__ (15179 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/charset_normalizer/__pycache__ (193974 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cftime/__pycache__ (9213 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/certifi/tests/__pycache__ (2331 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/certifi/__pycache__ (3653 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/attr/__pycache__ (211780 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/attrs/__pycache__ (2813 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/annotated_types/__pycache__ (36939 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/annotated_doc/__pycache__ (2797 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/aiohappyeyeballs/__pycache__ (25908 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/yarl/__pycache__ (113472 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/xgboost/dask/__pycache__ (132968 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/xgboost/spark/__pycache__ (157418 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/xgboost/testing/__pycache__ (407600 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/xgboost/__pycache__ (559210 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/connectors/__pycache__ (51279 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/cyextension/__pycache__ (193 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/dialects/mssql/__pycache__ (228040 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/dialects/mysql/__pycache__ (407285 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/dialects/oracle/__pycache__ (331799 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/dialects/postgresql/__pycache__ (612215 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/dialects/sqlite/__pycache__ (214905 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/dialects/__pycache__ (3251 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/engine/__pycache__ (835626 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/event/__pycache__ (105509 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/ext/asyncio/__pycache__ (267198 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/ext/declarative/__pycache__ (23469 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/ext/mypy/__pycache__ (92339 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/ext/__pycache__ (425176 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/future/__pycache__ (834 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/orm/__pycache__ (2544432 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/pool/__pycache__ (116725 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/sql/__pycache__ (2446023 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/testing/fixtures/__pycache__ (64607 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/testing/plugin/__pycache__ (69614 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/testing/suite/__pycache__ (554533 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/testing/__pycache__ (319282 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/util/__pycache__ (323016 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sqlalchemy/__pycache__ (73557 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/requests/__pycache__ (281905 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/dateutil/parser/__pycache__ (84067 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/dateutil/tz/__pycache__ (105893 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/dateutil/zoneinfo/__pycache__ (11608 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/dateutil/__pycache__ (112318 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/pydantic/_internal/__pycache__ (559541 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/pydantic/deprecated/__pycache__ (61687 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/pydantic/experimental/__pycache__ (49076 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/pydantic/plugin/__pycache__ (21489 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/pydantic/v1/__pycache__ (732068 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/pydantic/__pycache__ (804207 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/_utils/construction/__pycache__ (93478 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/_utils/parse/__pycache__ (14424 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/_utils/__pycache__ (230449 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/catalog/unity/__pycache__ (33419 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/catalog/__pycache__ (185 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/convert/__pycache__ (60949 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/dataframe/__pycache__ (579399 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/datatype_expr/__pycache__ (22390 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/datatypes/__pycache__ (129321 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/expr/__pycache__ (941177 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/functions/aggregation/__pycache__ (21549 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/functions/range/__pycache__ (55382 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/functions/__pycache__ (254066 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/interchange/__pycache__ (66891 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/cloud/credential_provider/__pycache__ (51634 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/cloud/__pycache__ (6863 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/csv/__pycache__ (64593 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/database/__pycache__ (88017 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/delta/__pycache__ (36827 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/iceberg/__pycache__ (94006 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/ipc/__pycache__ (22621 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/json/__pycache__ (4324 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/parquet/__pycache__ (28847 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/pyarrow_dataset/__pycache__ (7680 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/scan_options/__pycache__ (9034 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/spreadsheet/__pycache__ (92594 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/io/__pycache__ (65979 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/lazyframe/__pycache__ (491930 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/meta/__pycache__ (9887 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/ml/__pycache__ (10746 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/series/__pycache__ (584497 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/sql/__pycache__ (33969 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/testing/asserts/__pycache__ (18314 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/testing/parametric/strategies/__pycache__ (68354 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/testing/parametric/__pycache__ (5004 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/testing/__pycache__ (411 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/polars/__pycache__ (312797 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cext/__pycache__ (1281 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cloudpickle/__pycache__ (57880 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/core/annotations/__pycache__ (25414 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/core/datamodel/__pycache__ (107498 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/core/rewrites/__pycache__ (26547 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/core/runtime/__pycache__ (45975 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/core/typeconv/__pycache__ (18755 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/core/types/__pycache__ (224100 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/core/typing/__pycache__ (318313 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/core/unsafe/__pycache__ (10838 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/core/__pycache__ (2076686 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cpython/unsafe/__pycache__ (7513 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cpython/__pycache__ (793691 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/cudadrv/__pycache__ (300416 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/kernels/__pycache__ (14204 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/simulator/cudadrv/__pycache__ (36736 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/simulator/__pycache__ (51440 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/tests/cudadrv/__pycache__ (243221 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/tests/cudapy/__pycache__ (1013297 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/tests/cudasim/__pycache__ (7805 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/tests/data/__pycache__ (192 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/tests/doc_examples/ffi/__pycache__ (204 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/tests/doc_examples/__pycache__ (45491 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/tests/nocuda/__pycache__ (47016 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/tests/__pycache__ (1753 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/cuda/__pycache__ (608049 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/experimental/jitclass/__pycache__ (54093 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/experimental/__pycache__ (33218 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/misc/help/__pycache__ (20402 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/misc/__pycache__ (201119 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/np/math/__pycache__ (107174 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/np/polynomial/__pycache__ (32125 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/np/random/__pycache__ (184706 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/np/types/__pycache__ (27555 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/np/ufunc/__pycache__ (200342 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/np/unsafe/__pycache__ (4059 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/np/__pycache__ (979461 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/parfors/__pycache__ (510093 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/pycc/__pycache__ (54322 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/scripts/__pycache__ (8244 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/stencils/__pycache__ (89015 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/testing/__pycache__ (61963 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/tests/doc_examples/__pycache__ (91710 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/tests/gdb/__pycache__ (17129 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/tests/npyufunc/__pycache__ (225739 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/tests/pycc_distutils_usecase/nested/__pycache__ (1014 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/tests/pycc_distutils_usecase/__pycache__ (3578 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/tests/__pycache__ (6373451 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/typed/__pycache__ (240070 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/types/__pycache__ (384 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/numba/__pycache__ (9361 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/netCDF4/__pycache__ (42879 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/_multiprocess/__pycache__ (224 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/multiprocess/dummy/__pycache__ (9664 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/multiprocess/tests/test_multiprocessing_fork/__pycache__ (3802 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/multiprocess/tests/test_multiprocessing_forkserver/__pycache__ (3717 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/multiprocess/tests/test_multiprocessing_spawn/__pycache__ (3525 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/multiprocess/tests/__pycache__ (440682 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/multiprocess/__pycache__ (421757 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/markdown_it/cli/__pycache__ (6514 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/markdown_it/common/__pycache__ (19054 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/markdown_it/helpers/__pycache__ (7624 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/markdown_it/presets/__pycache__ (6223 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/markdown_it/rules_block/__pycache__ (71127 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/markdown_it/rules_core/__pycache__ (25818 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/markdown_it/rules_inline/__pycache__ (54239 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/markdown_it/__pycache__ (111288 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/joblib/externals/loky/backend/__pycache__ (128865 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/joblib/externals/loky/__pycache__ (75155 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/joblib/externals/__pycache__ (187 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/joblib/test/data/__pycache__ (4369 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/joblib/test/__pycache__ (460835 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/joblib/__pycache__ (375676 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/httpcore/_async/__pycache__ (146431 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/httpcore/_backends/__pycache__ (55743 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/httpcore/_sync/__pycache__ (135230 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/httpcore/__pycache__ (67378 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cffi/__pycache__ (439737 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/anyio/_backends/__pycache__ (284532 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/anyio/_core/__pycache__ (303483 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/anyio/abc/__pycache__ (79851 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/anyio/streams/__pycache__ (82762 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/anyio/__pycache__ (156244 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/aiosignal/__pycache__ (3499 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/__check_build/__pycache__ (2321 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/_build_utils/__pycache__ (4163 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/_loss/tests/__pycache__ (68751 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/_loss/__pycache__ (67219 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/callback/tests/__pycache__ (93581 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/callback/__pycache__ (68700 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/cluster/_hdbscan/tests/__pycache__ (4048 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/cluster/_hdbscan/__pycache__ (38836 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/cluster/tests/__pycache__ (270318 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/cluster/__pycache__ (342653 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/compose/tests/__pycache__ (156632 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/compose/__pycache__ (79693 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/covariance/tests/__pycache__ (43347 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/covariance/__pycache__ (129063 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/cross_decomposition/tests/__pycache__ (33550 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/cross_decomposition/__pycache__ (39578 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/data/__pycache__ (192 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/descr/__pycache__ (193 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/images/__pycache__ (194 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_1/__pycache__ (210 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_1119/__pycache__ (213 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_1590/__pycache__ (213 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_2/__pycache__ (210 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_292/__pycache__ (212 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_3/__pycache__ (210 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_40589/__pycache__ (214 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_40675/__pycache__ (214 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_40945/__pycache__ (214 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_40966/__pycache__ (214 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_42074/__pycache__ (214 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_42585/__pycache__ (214 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_561/__pycache__ (212 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_61/__pycache__ (211 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/id_62/__pycache__ (211 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/openml/__pycache__ (205 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/data/__pycache__ (198 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/tests/__pycache__ (205788 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/sklearn/datasets/__pycache__ (330558 bytes) - Python cache directory
